id,factor,fleet,value
37-CAAL-revASPM-07,4,1,0.1
37-CAAL-revASPM-07,7,1,0.1
37-CAAL-revASPM-07,4,2,0.0833333
37-CAAL-revASPM-07,7,2,0.1
37-CAAL-revASPM-07,4,3,0.1
37-CAAL-revASPM-07,7,3,0.1
37-CAAL-revASPM-07,4,4,0.1
37-CAAL-revASPM-07,7,4,0.1
37-CAAL-revASPM-07,4,5,0.1
37-CAAL-revASPM-07,7,5,0.1
37-CAAL-revASPM-07,4,6,0.0555556
37-CAAL-revASPM-07,7,6,0.1
37-CAAL-revASPM-07,4,7,0.1
37-CAAL-revASPM-07,7,7,0.1
37-CAAL-revASPM-07,4,8,0.1
37-CAAL-revASPM-07,7,8,0.1
37-CAAL-revASPM-07,4,9,0.1
37-CAAL-revASPM-07,7,9,0.0833333
37-CAAL-revASPM-07,4,10,0.1
37-CAAL-revASPM-07,7,10,0.0434783
37-CAAL-revASPM-07,4,11,0.0625
37-CAAL-revASPM-07,7,11,0.1
37-CAAL-revASPM-07,4,12,0.0294118
37-CAAL-revASPM-07,7,12,0.1
37-CAAL-revASPM-07,4,13,0.1
37-CAAL-revASPM-07,7,13,0.1
37-CAAL-revASPM-07,4,14,0.1
37-CAAL-revASPM-07,7,14,0.1
37-CAAL-revASPM-07,4,15,0.0666667
37-CAAL-revASPM-07,7,15,0.0666667
37-CAAL-revASPM-07,1,16,0.190777
37-CAAL-revASPM-07,4,16,0.1
37-CAAL-revASPM-07,7,16,0.1
