id,Yr,SpawnBio,bias_adjusted,pred_recr
53-CAAL-oneFleet-11,1942,11866.6,167.42,167.749
53-CAAL-oneFleet-11,1943,11866.6,167.42,167.562
53-CAAL-oneFleet-11,1944,11866.6,167.42,167.623
53-CAAL-oneFleet-11,1945,11866.6,167.42,167.711
53-CAAL-oneFleet-11,1946,11866.6,167.42,167.834
53-CAAL-oneFleet-11,1947,11866.6,167.42,168.007
53-CAAL-oneFleet-11,1948,11866.6,167.42,168.248
53-CAAL-oneFleet-11,1949,11866.6,167.42,168.57
53-CAAL-oneFleet-11,1950,11866.6,167.42,168.993
53-CAAL-oneFleet-11,1951,11866.6,167.42,169.577
53-CAAL-oneFleet-11,1952,11910.9,167.459,171.28
53-CAAL-oneFleet-11,1953,11871.5,167.424,171.836
53-CAAL-oneFleet-11,1954,10675.9,166.261,170.988
53-CAAL-oneFleet-11,1955,4438.29,151.566,155.981
53-CAAL-oneFleet-11,1956,3576.86,146.238,150.903
53-CAAL-oneFleet-11,1957,3586.79,146.311,151.391
53-CAAL-oneFleet-11,1958,3678.32,146.972,152.385
53-CAAL-oneFleet-11,1959,2828.63,139.553,144.824
53-CAAL-oneFleet-11,1960,2613.33,137.085,142.304
53-CAAL-oneFleet-11,1961,2466.58,135.215,140.215
53-CAAL-oneFleet-11,1962,1543.61,118.072,121.448
53-CAAL-oneFleet-11,1963,1219.97,108.311,110.736
53-CAAL-oneFleet-11,1964,929.438,96.4305,98.3136
53-CAAL-oneFleet-11,1965,1289.49,110.607,112.697
53-CAAL-oneFleet-11,1966,1284.12,110.406,112.234
53-CAAL-oneFleet-11,1967,961.565,97.8681,99.2836
53-CAAL-oneFleet-11,1968,1391.41,113.698,115.555
53-CAAL-oneFleet-11,1969,1886.73,125.625,127.871
53-CAAL-oneFleet-11,1970,2239.49,131.726,134.02
53-CAAL-oneFleet-11,1971,1639.01,120.202,122.051
53-CAAL-oneFleet-11,1972,1200.14,107.392,108.883
53-CAAL-oneFleet-11,1973,1207.66,107.633,108.897
53-CAAL-oneFleet-11,1974,1216.5,107.919,108.944
53-CAAL-oneFleet-11,1975,1295.9,110.564,112.058
53-CAAL-oneFleet-11,1976,1500.84,116.572,118.894
53-CAAL-oneFleet-11,1977,1696.87,121.385,121.461
53-CAAL-oneFleet-11,1978,2288.02,132.219,127.304
53-CAAL-oneFleet-11,1979,2151,130.06,129.39
53-CAAL-oneFleet-11,1980,1987.87,127.224,126.732
53-CAAL-oneFleet-11,1981,2316.92,132.554,120.47
53-CAAL-oneFleet-11,1982,1759.8,122.642,109.943
53-CAAL-oneFleet-11,1983,1229.64,108.154,94.4508
53-CAAL-oneFleet-11,1984,1541.71,117.435,101.435
53-CAAL-oneFleet-11,1985,1576.16,118.285,105.509
53-CAAL-oneFleet-11,1986,1457.52,115.126,114.059
53-CAAL-oneFleet-11,1987,1570.94,118.1,130.721
53-CAAL-oneFleet-11,1988,1788.62,123.09,119.855
53-CAAL-oneFleet-11,1989,1783.95,122.963,108.772
53-CAAL-oneFleet-11,1990,1307.55,110.561,99.4345
53-CAAL-oneFleet-11,1991,1401.86,113.412,113.032
53-CAAL-oneFleet-11,1992,1649.87,119.886,134.936
53-CAAL-oneFleet-11,1993,1937.45,125.916,145.019
53-CAAL-oneFleet-11,1994,2024.4,127.474,145.058
53-CAAL-oneFleet-11,1995,1662.94,120.111,143.159
53-CAAL-oneFleet-11,1996,1815,123.416,154.782
53-CAAL-oneFleet-11,1997,2146.44,129.456,147.217
53-CAAL-oneFleet-11,1998,2388.37,133.056,141.805
53-CAAL-oneFleet-11,1999,1820,123.435,130.077
53-CAAL-oneFleet-11,2000,1550.82,117.242,130.932
53-CAAL-oneFleet-11,2001,1413.23,113.483,144.035
53-CAAL-oneFleet-11,2002,1443.64,114.322,136.639
53-CAAL-oneFleet-11,2003,1553.94,117.241,116.622
53-CAAL-oneFleet-11,2004,1234.06,107.79,99.5648
53-CAAL-oneFleet-11,2005,1147.41,104.678,97.9071
53-CAAL-oneFleet-11,2006,1137.08,104.268,98.3167
53-CAAL-oneFleet-11,2007,1172.52,105.577,95.7906
53-CAAL-oneFleet-11,2008,1234.22,107.747,99.0446
53-CAAL-oneFleet-11,2009,1095.66,102.676,96.1509
53-CAAL-oneFleet-11,2010,1111.51,103.293,95.7453
53-CAAL-oneFleet-11,2011,1097.79,102.759,93.8137
53-CAAL-oneFleet-11,2012,960.055,96.9356,90.6193
53-CAAL-oneFleet-11,2013,880.71,93.1453,87.244
53-CAAL-oneFleet-11,2014,1067.15,101.538,86.9661
53-CAAL-oneFleet-11,2015,959.688,96.9189,86.3361
53-CAAL-oneFleet-11,2016,834.204,90.7516,83.791
53-CAAL-oneFleet-11,2017,943.841,96.1892,93.4418
53-CAAL-oneFleet-11,2018,1115.45,103.445,99.5851
53-CAAL-oneFleet-11,2019,1165.05,105.305,108.779
53-CAAL-oneFleet-11,2020,1289.21,109.572,101.202
53-CAAL-oneFleet-11,2021,1506.23,115.923,105.047
53-CAAL-oneFleet-11,2022,1660.18,120.95,124.961
53-CAAL-oneFleet-11,2023,1854.15,125.176,125.176
