id,factor,fleet,value
49-CAAL-oneFleet-06,4,1,0.1
49-CAAL-oneFleet-06,7,1,0.1
49-CAAL-oneFleet-06,4,2,0.0833333
49-CAAL-oneFleet-06,7,2,0.1
49-CAAL-oneFleet-06,4,3,0.1
49-CAAL-oneFleet-06,7,3,0.1
49-CAAL-oneFleet-06,4,4,0.1
49-CAAL-oneFleet-06,7,4,0.1
49-CAAL-oneFleet-06,4,5,0.1
49-CAAL-oneFleet-06,7,5,0.1
49-CAAL-oneFleet-06,4,6,0.0555556
49-CAAL-oneFleet-06,7,6,0.1
49-CAAL-oneFleet-06,4,7,0.1
49-CAAL-oneFleet-06,7,7,0.1
49-CAAL-oneFleet-06,4,8,0.1
49-CAAL-oneFleet-06,7,8,0.1
49-CAAL-oneFleet-06,4,9,0.1
49-CAAL-oneFleet-06,7,9,0.0833333
49-CAAL-oneFleet-06,4,10,0.1
49-CAAL-oneFleet-06,7,10,0.0434783
49-CAAL-oneFleet-06,4,11,0.0625
49-CAAL-oneFleet-06,7,11,0.1
49-CAAL-oneFleet-06,4,12,0.0294118
49-CAAL-oneFleet-06,7,12,0.1
49-CAAL-oneFleet-06,4,13,0.1
49-CAAL-oneFleet-06,7,13,0.1
49-CAAL-oneFleet-06,4,14,0.1
49-CAAL-oneFleet-06,7,14,0.1
49-CAAL-oneFleet-06,4,15,0.0666667
49-CAAL-oneFleet-06,7,15,0.0666667
49-CAAL-oneFleet-06,1,16,0.190777
49-CAAL-oneFleet-06,4,16,0.1
49-CAAL-oneFleet-06,7,16,0.1
