id,Fleet,Fleet_name,Yr.S,Used,Kind,Sex,Bin,Obs
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,5,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,7,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,9,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,11,0.07496
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,13,0.0502777
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,15,0.247735
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,17,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,19,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,21,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,23,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,25,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,27,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,29,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,31,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,33,0.000913242
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,35,0.0502777
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,37,0.0502777
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,39,0.124324
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,41,0.07496
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,43,0.0502777
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,45,0.07496
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,47,0.0502777
03-chg-selex-1979,2,F02_LL.JP.2,1979.125,yes,SIZE,1,49,0.000913242
