id,factor,fleet,value
52-CAAL-oneFleet-10,4,1,0.1
52-CAAL-oneFleet-10,7,1,0.1
52-CAAL-oneFleet-10,4,2,0.0833333
52-CAAL-oneFleet-10,7,2,0.1
52-CAAL-oneFleet-10,4,3,0.1
52-CAAL-oneFleet-10,7,3,0.1
52-CAAL-oneFleet-10,4,4,0.1
52-CAAL-oneFleet-10,7,4,0.1
52-CAAL-oneFleet-10,4,5,0.1
52-CAAL-oneFleet-10,7,5,0.1
52-CAAL-oneFleet-10,4,6,0.0555556
52-CAAL-oneFleet-10,7,6,0.1
52-CAAL-oneFleet-10,4,7,0.1
52-CAAL-oneFleet-10,7,7,0.1
52-CAAL-oneFleet-10,4,8,0.1
52-CAAL-oneFleet-10,7,8,0.1
52-CAAL-oneFleet-10,4,9,0.1
52-CAAL-oneFleet-10,7,9,0.0833333
52-CAAL-oneFleet-10,4,10,0.1
52-CAAL-oneFleet-10,7,10,0.0434783
52-CAAL-oneFleet-10,4,11,0.0625
52-CAAL-oneFleet-10,7,11,0.1
52-CAAL-oneFleet-10,4,12,0.0294118
52-CAAL-oneFleet-10,7,12,0.1
52-CAAL-oneFleet-10,4,13,0.1
52-CAAL-oneFleet-10,7,13,0.1
52-CAAL-oneFleet-10,4,14,0.1
52-CAAL-oneFleet-10,7,14,0.1
52-CAAL-oneFleet-10,4,15,0.0666667
52-CAAL-oneFleet-10,7,15,0.0666667
52-CAAL-oneFleet-10,1,16,0.190777
52-CAAL-oneFleet-10,4,16,0.1
52-CAAL-oneFleet-10,7,16,0.1
