id,factor,fleet,value
02-mls-ss3-1979,4,1,0.1
02-mls-ss3-1979,7,1,0.1
02-mls-ss3-1979,4,2,0.0833333
02-mls-ss3-1979,7,2,0.1
02-mls-ss3-1979,4,3,0.1
02-mls-ss3-1979,7,3,0.1
02-mls-ss3-1979,4,4,0.1
02-mls-ss3-1979,7,4,0.1
02-mls-ss3-1979,4,5,0.1
02-mls-ss3-1979,7,5,0.1
02-mls-ss3-1979,4,6,0.0555556
02-mls-ss3-1979,7,6,0.1
02-mls-ss3-1979,4,7,0.1
02-mls-ss3-1979,7,7,0.1
02-mls-ss3-1979,4,8,0.1
02-mls-ss3-1979,7,8,0.1
02-mls-ss3-1979,4,9,0.1
02-mls-ss3-1979,7,9,0.0833333
02-mls-ss3-1979,4,10,0.1
02-mls-ss3-1979,7,10,0.0434783
02-mls-ss3-1979,4,11,0.0625
02-mls-ss3-1979,7,11,0.1
02-mls-ss3-1979,4,12,0.0294118
02-mls-ss3-1979,7,12,0.1
02-mls-ss3-1979,4,13,0.1
02-mls-ss3-1979,7,13,0.1
02-mls-ss3-1979,4,14,0.1
02-mls-ss3-1979,7,14,0.1
02-mls-ss3-1979,1,15,0.190777
02-mls-ss3-1979,4,15,0.0666667
02-mls-ss3-1979,7,15,0.0666667
